"PoOrderId","PoOrderLineId","PoSupplierId","PoEnteredDate","PoExpectedDate","PoProductId","PoQuantity","PoInKg","PoInCarton","PoSupplierUnit","PoUnitCost"
1790637,1790637,"SU004",2017-09-18,2017-09-29,"SKU11",86.112,86.112,46,"Kg",14389
1790639,1790639,"SU003",2017-09-18,2017-09-29,"SKU13",33.6,33.6,14,"Kg",105600
1790646,1790646,"SU002",2017-09-19,2017-09-28,"SKU03",1633,4899,1633,"Car",18300
1790667,1790667,"SU001",2017-09-20,2017-09-23,"SKU20",10,10,1,"Kg",26550
1790670,1790670,"SU004",2017-09-21,2017-09-23,"SKU09",277.2,277.2,55,"Kg",114173
1790687,1790687,"SU004",2017-09-20,2017-09-24,"SKU08",174.72,174.72,28,"Kg",7544
1790688,1790688,"SU004",2017-09-19,2017-09-28,"SKU08",12.48,12.48,2,"Kg",7544
1790689,1790689,"SU004",2017-09-18,2017-10-01,"SKU08",112.32,112.32,18,"Kg",7544
1790704,1790704,"SU002",2017-09-21,2017-10-01,"SKU04",100,188.4,100,"Car",20658.06
1790710,1790710,"SU003",2017-09-19,2017-09-29,"SKU05",19,82.08,19,"Car",64800
1790711,1790711,"SU003",2017-09-21,2017-10-01,"SKU14",65.34,65.34,11,"Kg",14000
1790712,1790712,"SU003",2017-09-19,2017-09-27,"SKU14",11.88,11.88,2,"Kg",14000
1790769,1790769,"SU003",2017-09-20,2017-09-28,"SKU12",64.68,64.68,35,"Kg",10783
1790773,1790773,"SU002",2017-09-19,2017-09-28,"SKU15",51.84,51.84,12,"Kg",25250
1790774,1790774,"SU002",2017-09-19,2017-09-27,"SKU15",30.24,30.24,7,"Kg",25250
1790775,1790775,"SU002",2017-09-21,2017-09-29,"SKU15",34.56,34.56,8,"Kg",25250
1790781,1790781,"SU001",2017-09-20,2017-09-27,"SKU19",24,24,4,"Kg",82900
1790801,1790801,"SU002",2017-09-20,2017-09-29,"SKU16",12.552,12.552,1,"Kg",9582
1790802,1790802,"SU002",2017-09-18,2017-09-27,"SKU16",866.09,866.09,69,"Kg",9582
1790803,1790803,"SU002",2017-09-20,2017-10-01,"SKU16",489.53,489.53,39,"Kg",9582
1790824,1790824,"SU002",2017-09-20,2017-09-29,"SKU17",38.88,38.88,9,"Kg",23000
1790825,1790825,"SU002",2017-09-20,2017-10-01,"SKU17",4.32,4.32,1,"Kg",23000
1790826,1790826,"SU002",2017-09-18,2017-09-28,"SKU17",8.64,8.64,2,"Kg",23000
1837497,1837497,"SU001",2017-09-20,2017-09-25,"SKU01",5937,17811,5937,"Car",19929
1837529,1837529,"SU004",2017-09-21,2017-10-02,"SKU09",171.36,171.36,34,"Kg",114173
1837536,1837536,"SU003",2017-09-22,2017-09-24,"SKU07",53.2,53.2,19,"Kg",25000
1837537,1837537,"SU003",2017-09-20,2017-10-01,"SKU07",72.8,72.8,26,"Kg",25000
1837538,1837538,"SU003",2017-09-21,2017-09-28,"SKU07",25.2,25.2,9,"Kg",25000
1837545,1837545,"SU003",2017-09-20,2017-10-02,"SKU06",614.46,614.46,98,"Kg",12195
1837550,1837550,"SU004",2017-09-20,2017-09-24,"SKU08",243.36,243.36,39,"Kg",7544
1837561,1837561,"SU003",2017-09-20,2017-09-28,"SKU14",106.92,106.92,18,"Kg",14000
1837609,1837609,"SU002",2017-09-21,2017-09-28,"SKU15",38.88,38.88,9,"Kg",25250
1837635,1837635,"SU002",2017-09-21,2017-09-30,"SKU16",414.22,414.22,33,"Kg",9582
1837645,1837645,"SU004",2017-09-19,2017-10-01,"SKU10",459.9,459.9,73,"Kg",13699
1837646,1837646,"SU002",2017-09-20,2017-09-25,"SKU17",77.76,77.76,18,"Kg",23000
1873991,1873991,"SU004",2017-09-20,2017-09-26,"SKU11",116.06,116.06,61.998,"Kg",14389
1873995,1873995,"SU003",2017-09-22,2017-09-29,"SKU13",50.4,50.4,21,"Kg",105600
1873996,1873996,"SU003",2017-09-22,2017-09-30,"SKU13",24,24,10,"Kg",105600
1874002,1874002,"SU002",2017-09-20,2017-09-29,"SKU03",1768,5304,1768,"Car",18300
1874035,1874035,"SU003",2017-09-20,2017-10-03,"SKU07",106.4,106.4,38,"Kg",25000
1874039,1874039,"SU003",2017-09-23,2017-09-26,"SKU06",708.51,708.51,113,"Kg",12195
1874041,1874041,"SU004",2017-09-21,2017-09-29,"SKU08",212.16,212.16,34,"Kg",7544
1874060,1874060,"SU002",2017-09-22,2017-09-29,"SKU04",123,231.73,123,"Car",20657.8817073171
1874067,1874067,"SU003",2017-09-20,2017-09-30,"SKU05",24,103.68,24,"Car",64800
1874094,1874094,"SU002",2017-09-23,2017-09-25,"SKU02",2242,27657,2242,"Car",69894.9875111508
1874165,1874165,"SU002",2017-09-20,2017-10-03,"SKU17",43.2,43.2,10,"Kg",23000
1874166,1874166,"SU002",2017-09-21,2017-10-01,"SKU17",4.32,4.32,1,"Kg",23000
1874167,1874167,"SU002",2017-09-23,2017-09-30,"SKU17",8.64,8.64,2,"Kg",23000
1874168,1874168,"SU004",2017-09-23,2017-10-03,"SKU10",428.4,428.4,68,"Kg",13699
1874169,1874169,"SU004",2017-09-20,2017-10-02,"SKU10",18.9,18.9,3,"Kg",13699
1879024,1879024,"SU002",2017-09-24,2017-10-02,"SKU17",43.2,43.2,10,"Kg",23000
1879035,1879035,"SU001",2017-09-23,2017-10-02,"SKU01",5902,17706,5902,"Car",19929
1921587,1921587,"SU002",2017-09-23,2017-10-03,"SKU16",615.05,615.05,49,"Kg",9582
1921630,1921630,"SU001",2017-09-24,2017-10-05,"SKU01",7,21,7,"Car",19929
1921636,1921636,"SU004",2017-09-24,2017-10-02,"SKU11",117.94,117.94,63.002,"Kg",14389
1921637,1921637,"SU003",2017-09-23,2017-10-02,"SKU13",38.4,38.4,16,"Kg",105600
1921640,1921640,"SU002",2017-09-25,2017-10-01,"SKU03",1764,5292,1764,"Car",18300
1921654,1921654,"SU004",2017-09-23,2017-10-01,"SKU09",90.72,90.72,18,"Kg",114173
1921655,1921655,"SU004",2017-09-24,2017-10-02,"SKU09",196.56,196.56,39,"Kg",114173
1921678,1921678,"SU003",2017-09-23,2017-09-27,"SKU14",47.52,47.52,8,"Kg",14000
1921679,1921679,"SU003",2017-09-24,2017-10-01,"SKU14",11.88,11.88,2,"Kg",14000
1921680,1921680,"SU003",2017-09-22,2017-09-27,"SKU14",11.88,11.88,2,"Kg",14000
1967901,1967901,"SU002",2017-09-24,2017-10-02,"SKU02",997,12299,997,"Car",69895.8214643932
1967939,1967939,"SU002",2017-09-25,2017-10-05,"SKU15",60.48,60.48,14,"Kg",25250
1967940,1967940,"SU002",2017-09-24,2017-09-28,"SKU15",30.24,30.24,7,"Kg",25250
1967971,1967971,"SU002",2017-09-24,2017-10-03,"SKU17",38.88,38.88,9,"Kg",23000
1967972,1967972,"SU002",2017-09-26,2017-10-02,"SKU17",4.32,4.32,1,"Kg",23000
1967973,1967973,"SU002",2017-09-26,2017-10-02,"SKU17",8.64,8.64,2,"Kg",23000
1968021,1968021,"SU001",2017-09-26,2017-09-28,"SKU01",6747,20241,6747,"Car",19929
1968065,1968065,"SU001",2017-09-23,2017-10-03,"SKU20",10,10,1,"Kg",26550
1968088,1968088,"SU003",2017-09-26,2017-10-06,"SKU05",16,69.12,16,"Car",64800
1968089,1968089,"SU003",2017-09-23,2017-10-05,"SKU05",29,125.28,29,"Car",64800
1968090,1968090,"SU003",2017-09-23,2017-10-05,"SKU14",89.1,89.1,15,"Kg",14000
2013920,2013920,"SU001",2017-09-24,2017-09-30,"SKU01",6,18,6,"Car",19929
2013942,2013942,"SU002",2017-09-27,2017-09-30,"SKU03",1492,4476,1492,"Car",18300
2013979,2013979,"SU003",2017-09-26,2017-10-05,"SKU07",126,126,45,"Kg",25000
2013980,2013980,"SU003",2017-09-24,2017-10-07,"SKU07",61.6,61.6,22,"Kg",25000
2013982,2013982,"SU003",2017-09-27,2017-09-29,"SKU06",551.76,551.76,88,"Kg",12195
2013984,2013984,"SU004",2017-09-24,2017-10-03,"SKU08",37.44,37.44,6,"Kg",7544
2013985,2013985,"SU004",2017-09-27,2017-10-04,"SKU08",430.56,430.56,69,"Kg",7544
2013986,2013986,"SU004",2017-09-26,2017-10-04,"SKU08",12.48,12.48,2,"Kg",7544
2014003,2014003,"SU003",2017-09-27,2017-10-03,"SKU05",14,60.48,14,"Car",64800
2014051,2014051,"SU002",2017-09-26,2017-10-03,"SKU15",56.16,56.16,13,"Kg",25250
2014068,2014068,"SU002",2017-09-24,2017-10-03,"SKU16",12.552,12.552,1,"Kg",9582
2014069,2014069,"SU002",2017-09-25,2017-10-04,"SKU16",476.98,476.98,38,"Kg",9582
2014070,2014070,"SU002",2017-09-27,2017-10-03,"SKU16",740.57,740.57,59,"Kg",9582
2014086,2014086,"SU002",2017-09-27,2017-10-05,"SKU17",51.84,51.84,12,"Kg",23000
2014087,2014087,"SU004",2017-09-25,2017-10-03,"SKU10",642.6,642.6,102,"Kg",13699
2014088,2014088,"SU004",2017-09-24,2017-09-30,"SKU10",25.2,25.2,4,"Kg",13699
2056419,2056419,"SU003",2017-09-26,2017-10-01,"SKU05",2,8.64,2,"Car",64800
2056420,2056420,"SU003",2017-09-25,2017-10-07,"SKU05",23,99.36,23,"Car",64800
2056421,2056421,"SU003",2017-09-28,2017-10-04,"SKU14",11.88,11.88,2,"Kg",14000
2056422,2056422,"SU003",2017-09-26,2017-10-04,"SKU14",11.88,11.88,2,"Kg",14000
2056423,2056423,"SU003",2017-09-28,2017-10-08,"SKU14",71.28,71.28,12,"Kg",14000
2056480,2056480,"SU003",2017-09-26,2017-10-01,"SKU12",49.896,49.896,27,"Kg",10783
2056512,2056512,"SU002",2017-09-25,2017-09-30,"SKU17",34.56,34.56,8,"Kg",23000
2056513,2056513,"SU002",2017-09-26,2017-10-04,"SKU17",4.32,4.32,1,"Kg",23000
2056514,2056514,"SU002",2017-09-26,2017-10-08,"SKU17",12.96,12.96,3,"Kg",23000
2056560,2056560,"SU001",2017-09-26,2017-10-01,"SKU01",6107,18321,6107,"Car",19929
2056582,2056582,"SU004",2017-09-27,2017-10-01,"SKU11",78.624,78.624,42,"Kg",14389
2056584,2056584,"SU003",2017-09-28,2017-10-07,"SKU13",40.8,40.8,17,"Kg",105600
2056585,2056585,"SU003",2017-09-27,2017-10-04,"SKU13",28.8,28.8,12,"Kg",105600
2056611,2056611,"SU001",2017-09-28,2017-09-30,"SKU20",10,10,1,"Kg",26550
2056615,2056615,"SU004",2017-09-25,2017-10-05,"SKU09",181.44,181.44,36,"Kg",114173
2056616,2056616,"SU004",2017-09-27,2017-10-04,"SKU09",95.76,95.76,19,"Kg",114173
2056642,2056642,"SU002",2017-09-27,2017-10-05,"SKU04",50,94.2,50,"Car",20658.06
2103742,2103742,"SU001",2017-09-28,2017-10-07,"SKU01",1,3,1,"Car",19929
2103764,2103764,"SU002",2017-09-28,2017-10-05,"SKU03",2264,6792,2264,"Car",18300
2103778,2103778,"SU001",2017-09-26,2017-10-09,"SKU20",10,10,1,"Kg",26550
2103793,2103793,"SU003",2017-09-27,2017-10-08,"SKU07",61.6,61.6,22,"Kg",25000
2103794,2103794,"SU003",2017-09-28,2017-10-06,"SKU07",89.6,89.6,32,"Kg",25000
2103799,2103799,"SU003",2017-09-29,2017-10-01,"SKU06",432.63,432.63,69,"Kg",12195
2103800,2103800,"SU004",2017-09-29,2017-10-08,"SKU08",37.44,37.44,6,"Kg",7544
2103801,2103801,"SU004",2017-09-27,2017-10-07,"SKU08",280.8,280.8,45,"Kg",7544
2103802,2103802,"SU004",2017-09-29,2017-10-07,"SKU08",12.48,12.48,2,"Kg",7544
2103820,2103820,"SU003",2017-09-26,2017-10-08,"SKU14",53.46,53.46,9,"Kg",14000
2103821,2103821,"SU003",2017-09-27,2017-10-02,"SKU14",11.88,11.88,2,"Kg",14000
2103835,2103835,"SU002",2017-09-26,2017-10-01,"SKU02",1226,15124,1226,"Car",69896.0717781403
2103870,2103870,"SU002",2017-09-28,2017-10-06,"SKU15",56.16,56.16,13,"Kg",25250
2103897,2103897,"SU002",2017-09-28,2017-10-05,"SKU16",401.66,401.66,32,"Kg",9582
2103905,2103905,"SU002",2017-09-28,2017-10-02,"SKU17",47.52,47.52,11,"Kg",23000
2138767,2138767,"SU002",2017-09-27,2017-10-03,"SKU15",21.6,21.6,5,"Kg",25250
2138768,2138768,"SU002",2017-09-27,2017-10-06,"SKU15",56.16,56.16,13,"Kg",25250
2138812,2138812,"SU002",2017-09-30,2017-10-02,"SKU17",12.96,12.96,3,"Kg",23000
2138813,2138813,"SU002",2017-09-27,2017-10-09,"SKU17",43.2,43.2,10,"Kg",23000
2138814,2138814,"SU002",2017-09-30,2017-10-08,"SKU17",4.32,4.32,1,"Kg",23000
2138815,2138815,"SU004",2017-09-30,2017-10-07,"SKU10",516.6,516.6,82,"Kg",13699
2138816,2138816,"SU004",2017-09-27,2017-10-06,"SKU10",18.9,18.9,3,"Kg",13699
2138882,2138882,"SU001",2017-09-27,2017-10-03,"SKU01",7299,21897,7299,"Car",19929
2138908,2138908,"SU004",2017-09-29,2017-10-02,"SKU11",86.112,86.112,46,"Kg",14389
2138911,2138911,"SU003",2017-09-30,2017-10-09,"SKU13",33.6,33.6,14,"Kg",105600
2138912,2138912,"SU003",2017-09-29,2017-10-03,"SKU13",31.2,31.2,13,"Kg",105600
2138949,2138949,"SU004",2017-09-30,2017-10-07,"SKU09",236.88,236.88,47,"Kg",114173
2138959,2138959,"SU003",2017-09-28,2017-10-09,"SKU07",72.8,72.8,26,"Kg",25000
2138965,2138965,"SU003",2017-09-28,2017-10-03,"SKU06",532.95,532.95,85,"Kg",12195
2138968,2138968,"SU004",2017-09-28,2017-10-06,"SKU08",137.28,137.28,22,"Kg",7544
2138984,2138984,"SU002",2017-09-28,2017-10-02,"SKU04",54.002,101.74,54.002,"Car",20658.1071071442
2138990,2138990,"SU003",2017-09-27,2017-10-02,"SKU05",33,142.56,33,"Car",64800
2138991,2138991,"SU003",2017-09-30,2017-10-07,"SKU05",2,8.64,2,"Car",64800
2138992,2138992,"SU003",2017-09-29,2017-10-03,"SKU14",47.52,47.52,8,"Kg",14000
2138993,2138993,"SU003",2017-09-30,2017-10-08,"SKU14",11.88,11.88,2,"Kg",14000
2138994,2138994,"SU003",2017-09-28,2017-10-07,"SKU14",11.88,11.88,2,"Kg",14000
2139032,2139032,"SU002",2017-09-29,2017-10-09,"SKU02",1367,16863,1367,"Car",69894.482809071
2144093,2144093,"SU002",2017-09-28,2017-10-09,"SKU03",1561,4683,1561,"Car",18300
2144098,2144098,"SU004",2017-10-01,2017-10-09,"SKU09",231.84,231.84,46,"Kg",114173
2184856,2184856,"SU002",2017-09-29,2017-10-12,"SKU02",844.03,10412,844.03,"Car",69896.0842624077
2184914,2184914,"SU002",2017-10-01,2017-10-08,"SKU17",34.56,34.56,8,"Kg",23000
2184915,2184915,"SU002",2017-09-29,2017-10-04,"SKU17",4.32,4.32,1,"Kg",23000
2184916,2184916,"SU002",2017-09-30,2017-10-05,"SKU17",12.96,12.96,3,"Kg",23000
2184960,2184960,"SU001",2017-10-01,2017-10-12,"SKU01",6789,20367,6789,"Car",19929
2185020,2185020,"SU003",2017-09-29,2017-10-04,"SKU07",47.6,47.6,17,"Kg",25000
2185021,2185021,"SU003",2017-10-01,2017-10-04,"SKU07",56,56,20,"Kg",25000
2185028,2185028,"SU004",2017-10-02,2017-10-08,"SKU08",180.96,180.96,29,"Kg",7544
2185029,2185029,"SU004",2017-09-29,2017-10-09,"SKU08",12.48,12.48,2,"Kg",7544
2185030,2185030,"SU004",2017-09-30,2017-10-10,"SKU08",37.44,37.44,6,"Kg",7544
2232082,2232082,"SU003",2017-10-01,2017-10-10,"SKU12",22.176,22.176,12,"Kg",10783
2232096,2232096,"SU001",2017-10-02,2017-10-06,"SKU19",30,30,5,"Kg",82900
2232115,2232115,"SU002",2017-10-02,2017-10-12,"SKU16",439.32,439.32,35,"Kg",9582
2232124,2232124,"SU004",2017-10-01,2017-10-11,"SKU10",308.7,308.7,49,"Kg",13699
2232125,2232125,"SU004",2017-10-03,2017-10-09,"SKU10",25.2,25.2,4,"Kg",13699
2232126,2232126,"SU002",2017-10-03,2017-10-05,"SKU17",30.24,30.24,7,"Kg",23000
2232192,2232192,"SU004",2017-10-01,2017-10-11,"SKU11",33.696,33.696,18,"Kg",14389
2232197,2232197,"SU003",2017-10-01,2017-10-06,"SKU13",55.2,55.2,23,"Kg",105600
2232198,2232198,"SU002",2017-10-02,2017-10-13,"SKU03",1821,5463,1821,"Car",18300
2232231,2232231,"SU003",2017-10-03,2017-10-11,"SKU07",103.6,103.6,37,"Kg",25000
2232234,2232234,"SU003",2017-10-03,2017-10-09,"SKU06",432.63,432.63,69,"Kg",12195
2232238,2232238,"SU004",2017-10-01,2017-10-13,"SKU08",137.28,137.28,22,"Kg",7544
2232250,2232250,"SU002",2017-10-02,2017-10-13,"SKU04",18,33.912,18,"Car",20658.06
2232256,2232256,"SU003",2017-10-03,2017-10-10,"SKU14",83.16,83.16,14,"Kg",14000
2232257,2232257,"SU003",2017-09-30,2017-10-12,"SKU14",17.82,17.82,3,"Kg",14000
2232258,2232258,"SU003",2017-10-02,2017-10-10,"SKU05",23,99.36,23,"Car",64800
2232259,2232259,"SU003",2017-10-02,2017-10-13,"SKU05",25,108,25,"Car",64800
2232260,2232260,"SU003",2017-10-02,2017-10-12,"SKU05",2,8.64,2,"Car",64800
2281513,2281513,"SU003",2017-10-03,2017-10-10,"SKU14",41.58,41.58,7,"Kg",14000
2281539,2281539,"SU002",2017-10-01,2017-10-07,"SKU02",1086,13397,1086,"Car",69896.3186003683
2281583,2281583,"SU002",2017-10-02,2017-10-10,"SKU15",60.48,60.48,14,"Kg",25250
2281584,2281584,"SU002",2017-10-02,2017-10-14,"SKU15",43.2,43.2,10,"Kg",25250
2281624,2281624,"SU002",2017-10-02,2017-10-13,"SKU17",4.32,4.32,1,"Kg",23000
2281625,2281625,"SU002",2017-10-03,2017-10-10,"SKU17",4.32,4.32,1,"Kg",23000
2281626,2281626,"SU002",2017-10-01,2017-10-12,"SKU17",69.12,69.12,16,"Kg",23000
2281691,2281691,"SU001",2017-10-01,2017-10-13,"SKU01",3611,10833,3611,"Car",19929
2281720,2281720,"SU003",2017-10-03,2017-10-10,"SKU13",50.4,50.4,21,"Kg",105600
2281763,2281763,"SU004",2017-10-03,2017-10-06,"SKU08",243.36,243.36,39,"Kg",7544
2281764,2281764,"SU004",2017-10-01,2017-10-10,"SKU08",12.48,12.48,2,"Kg",7544
2281765,2281765,"SU004",2017-10-01,2017-10-07,"SKU08",37.44,37.44,6,"Kg",7544
2326527,2326527,"SU003",2017-10-02,2017-10-12,"SKU12",12.936,12.936,7,"Kg",10783
2326566,2326566,"SU002",2017-10-03,2017-10-15,"SKU17",25.92,25.92,6,"Kg",23000
2326567,2326567,"SU002",2017-10-02,2017-10-15,"SKU17",4.32,4.32,1,"Kg",23000
2326616,2326616,"SU001",2017-10-03,2017-10-11,"SKU01",2665,7995,2665,"Car",19929
2326631,2326631,"SU004",2017-10-05,2017-10-13,"SKU11",59.904,59.904,32,"Kg",14389
2326639,2326639,"SU002",2017-10-02,2017-10-12,"SKU03",1719,5157,1719,"Car",18300
2326663,2326663,"SU001",2017-10-03,2017-10-08,"SKU20",10,10,1,"Kg",26550
2326675,2326675,"SU003",2017-10-04,2017-10-14,"SKU07",95.2,95.2,34,"Kg",25000
2326676,2326676,"SU003",2017-10-04,2017-10-08,"SKU07",44.8,44.8,16,"Kg",25000
2326677,2326677,"SU003",2017-10-04,2017-10-11,"SKU07",39.2,39.2,14,"Kg",25000
2326679,2326679,"SU004",2017-10-02,2017-10-12,"SKU08",124.8,124.8,20,"Kg",7544
2326692,2326692,"SU002",2017-10-05,2017-10-11,"SKU04",36,67.824,36,"Car",20658.06
2326699,2326699,"SU003",2017-10-02,2017-10-15,"SKU05",33,142.56,33,"Car",64800
2326700,2326700,"SU003",2017-10-05,2017-10-15,"SKU05",2,8.64,2,"Car",64800
2326701,2326701,"SU003",2017-10-03,2017-10-11,"SKU05",15,64.8,15,"Car",64800
2326702,2326702,"SU003",2017-10-02,2017-10-07,"SKU14",77.22,77.22,13,"Kg",14000
2326703,2326703,"SU003",2017-10-03,2017-10-13,"SKU14",23.76,23.76,4,"Kg",14000
2376457,2376457,"SU001",2017-10-06,2017-10-15,"SKU20",10,10,1,"Kg",26550
2376459,2376459,"SU004",2017-10-06,2017-10-09,"SKU09",236.88,236.88,47,"Kg",114173
2376467,2376467,"SU003",2017-10-06,2017-10-13,"SKU07",33.6,33.6,12,"Kg",25000
2376468,2376468,"SU003",2017-10-04,2017-10-14,"SKU07",16.8,16.8,6,"Kg",25000
2376477,2376477,"SU003",2017-10-06,2017-10-16,"SKU06",451.44,451.44,72,"Kg",12195
2376479,2376479,"SU004",2017-10-06,2017-10-13,"SKU08",149.76,149.76,24,"Kg",7544
2376480,2376480,"SU004",2017-10-06,2017-10-08,"SKU08",12.48,12.48,2,"Kg",7544
2376481,2376481,"SU004",2017-10-04,2017-10-13,"SKU08",37.44,37.44,6,"Kg",7544
2376496,2376496,"SU003",2017-10-04,2017-10-16,"SKU14",35.64,35.64,6,"Kg",14000
2376497,2376497,"SU003",2017-10-06,2017-10-08,"SKU05",12,51.84,12,"Car",64800
2376524,2376524,"SU002",2017-10-03,2017-10-15,"SKU02",1170,14433,1170,"Car",69895.1948717949
2376560,2376560,"SU002",2017-10-03,2017-10-13,"SKU15",51.84,51.84,12,"Kg",25250
2376561,2376561,"SU002",2017-10-06,2017-10-08,"SKU15",43.2,43.2,10,"Kg",25250
2376562,2376562,"SU002",2017-10-04,2017-10-09,"SKU15",17.28,17.28,4,"Kg",25250
2376598,2376598,"SU002",2017-10-03,2017-10-16,"SKU17",8.64,8.64,2,"Kg",23000
2376599,2376599,"SU002",2017-10-06,2017-10-16,"SKU17",38.88,38.88,9,"Kg",23000
2376600,2376600,"SU002",2017-10-05,2017-10-13,"SKU17",4.32,4.32,1,"Kg",23000
2376601,2376601,"SU004",2017-10-06,2017-10-16,"SKU10",138.6,138.6,22,"Kg",13699
2376602,2376602,"SU004",2017-10-05,2017-10-09,"SKU10",25.2,25.2,4,"Kg",13699
2376667,2376667,"SU001",2017-10-03,2017-10-14,"SKU01",2539,7617,2539,"Car",19929
2413396,2413396,"SU004",2017-10-05,2017-10-13,"SKU11",61.776,61.776,33,"Kg",14389
2413400,2413400,"SU003",2017-10-04,2017-10-16,"SKU13",45.6,45.6,19,"Kg",105600
2413407,2413407,"SU002",2017-10-05,2017-10-13,"SKU03",2365,7095,2365,"Car",18300
2413434,2413434,"SU001",2017-10-06,2017-10-13,"SKU20",10,10,1,"Kg",26550
2413435,2413435,"SU004",2017-10-04,2017-10-09,"SKU09",594.72,594.72,118,"Kg",114173
2413447,2413447,"SU003",2017-10-04,2017-10-14,"SKU07",39.2,39.2,14,"Kg",25000
2413448,2413448,"SU003",2017-10-07,2017-10-10,"SKU07",100.8,100.8,36,"Kg",25000
2413449,2413449,"SU003",2017-10-05,2017-10-16,"SKU07",44.8,44.8,16,"Kg",25000
2413452,2413452,"SU003",2017-10-06,2017-10-14,"SKU06",463.98,463.98,74,"Kg",12195
2413455,2413455,"SU004",2017-10-04,2017-10-15,"SKU08",237.12,237.12,38,"Kg",7544
2413467,2413467,"SU002",2017-10-04,2017-10-14,"SKU04",37,69.708,37,"Car",20658.06
2413474,2413474,"SU003",2017-10-07,2017-10-14,"SKU05",2,8.64,2,"Car",64800
2413475,2413475,"SU003",2017-10-04,2017-10-14,"SKU05",17,73.44,17,"Car",64800
2413476,2413476,"SU003",2017-10-04,2017-10-13,"SKU14",89.1,89.1,15,"Kg",14000
2413477,2413477,"SU003",2017-10-07,2017-10-10,"SKU14",23.76,23.76,4,"Kg",14000
2413552,2413552,"SU001",2017-10-04,2017-10-14,"SKU19",12,12,2,"Kg",82900
2413571,2413571,"SU002",2017-10-06,2017-10-14,"SKU16",539.74,539.74,43,"Kg",9582
2413587,2413587,"SU002",2017-10-07,2017-10-10,"SKU17",30.24,30.24,7,"Kg",23000
2413588,2413588,"SU004",2017-10-07,2017-10-13,"SKU10",302.4,302.4,48,"Kg",13699
2413647,2413647,"SU001",2017-10-04,2017-10-16,"SKU01",3432,10296,3432,"Car",19929
2418360,2418360,"SU003",2017-10-06,2017-10-10,"SKU07",50.4,50.4,18,"Kg",25000
2418378,2418378,"SU002",2017-10-05,2017-10-15,"SKU02",1697,20934,1697,"Car",69895.1349440188
2418399,2418399,"SU002",2017-10-06,2017-10-15,"SKU15",56.16,56.16,13,"Kg",25250
2418400,2418400,"SU002",2017-10-08,2017-10-16,"SKU15",17.28,17.28,4,"Kg",25250
2418411,2418411,"SU004",2017-10-05,2017-10-17,"SKU10",151.2,151.2,24,"Kg",13699
2418412,2418412,"SU004",2017-10-06,2017-10-14,"SKU10",31.5,31.5,5,"Kg",13699
2418444,2418444,"SU001",2017-10-05,2017-10-17,"SKU01",2997,8991,2997,"Car",19929
2451933,2451933,"SU002",2017-10-08,2017-10-18,"SKU03",1952,5856,1952,"Car",18300
2451951,2451951,"SU003",2017-10-06,2017-10-18,"SKU07",70,70,25,"Kg",25000
2451957,2451957,"SU004",2017-10-09,2017-10-15,"SKU08",37.44,37.44,6,"Kg",7544
2451958,2451958,"SU004",2017-10-06,2017-10-12,"SKU08",99.84,99.84,16,"Kg",7544
2451959,2451959,"SU004",2017-10-06,2017-10-12,"SKU08",12.48,12.48,2,"Kg",7544
2451972,2451972,"SU002",2017-10-07,2017-10-15,"SKU04",36,67.824,36,"Car",20658.06
2451975,2451975,"SU003",2017-10-07,2017-10-18,"SKU05",2,8.64,2,"Car",64800
2451976,2451976,"SU003",2017-10-06,2017-10-15,"SKU05",20,86.4,20,"Car",64800
2451977,2451977,"SU003",2017-10-06,2017-10-19,"SKU14",41.58,41.58,7,"Kg",14000
2452012,2452012,"SU002",2017-10-06,2017-10-17,"SKU15",38.88,38.88,9,"Kg",25250
2452024,2452024,"SU002",2017-10-08,2017-10-17,"SKU16",702.91,702.91,56,"Kg",9582
2452037,2452037,"SU002",2017-10-08,2017-10-18,"SKU17",34.56,34.56,8,"Kg",23000
2452078,2452078,"SU001",2017-10-06,2017-10-19,"SKU01",3985,11955,3985,"Car",19929
2492384,2492384,"SU002",2017-10-07,2017-10-18,"SKU15",38.88,38.88,9,"Kg",25250
2492389,2492389,"SU001",2017-10-09,2017-10-20,"SKU19",12,12,2,"Kg",82900
2492404,2492404,"SU002",2017-10-08,2017-10-20,"SKU17",34.56,34.56,8,"Kg",23000
2492405,2492405,"SU002",2017-10-08,2017-10-19,"SKU17",4.32,4.32,1,"Kg",23000
2492447,2492447,"SU001",2017-10-10,2017-10-20,"SKU01",3340,10020,3340,"Car",19929
2492481,2492481,"SU001",2017-10-10,2017-10-20,"SKU20",10,10,1,"Kg",26550
2492491,2492491,"SU003",2017-10-09,2017-10-12,"SKU07",47.6,47.6,17,"Kg",25000
2492492,2492492,"SU003",2017-10-10,2017-10-19,"SKU07",42,42,15,"Kg",25000
2492508,2492508,"SU003",2017-10-07,2017-10-19,"SKU14",59.4,59.4,10,"Kg",14000
2492509,2492509,"SU003",2017-10-08,2017-10-17,"SKU05",27,116.64,27,"Car",64800
2492510,2492510,"SU003",2017-10-09,2017-10-16,"SKU05",7,30.24,7,"Car",64800
2538019,2538019,"SU001",2017-10-08,2017-10-19,"SKU19",30,30,5,"Kg",82900
2538030,2538030,"SU002",2017-10-10,2017-10-17,"SKU16",414.22,414.22,33,"Kg",9582
2538031,2538031,"SU002",2017-10-10,2017-10-20,"SKU16",12.552,12.552,1,"Kg",9582
