"RoOrderLineId","PoOrderLineId","RoSupplierId","RoDepartureDate","RoArrivalDate","RoProductId","RoInKg","RoInCarton","RoSupplierQty","RoSupplierUnit"
2058842,1717053,"SU002",2017-09-19,2017-09-20,"SKU03",15.5,5.1667,5.1667,"Car"
2058848,1717067,"SU003",2017-09-19,2017-09-20,"SKU07",10.92,3.9,10.92,"Kg"
2058858,1717053,"SU002",2017-09-19,2017-09-20,"SKU03",5,1.6667,1.6667,"Car"
2059508,1717614,"SU001",2017-09-20,2017-09-21,"SKU01",1508.97884065287,503,503,"Car"
2059509,1717614,"SU001",2017-09-20,2017-09-21,"SKU01",2999.95793370352,1000,1000,"Car"
2059510,1717614,"SU001",2017-09-20,2017-09-21,"SKU01",2999.95793370352,1000,1000,"Car"
2059511,1717614,"SU001",2017-09-20,2017-09-21,"SKU01",2999.95793370352,1000,1000,"Car"
2059512,1717614,"SU001",2017-09-20,2017-09-21,"SKU01",2999.95793370352,1000,1000,"Car"
2059513,1717614,"SU001",2017-09-20,2017-09-21,"SKU01",754.189424533066,251.400000000001,251.400000000001,"Car"
2059517,1717613,"SU001",2017-09-20,2017-09-21,"SKU01",28.5,9.5,9.5,"Car"
2059522,1717613,"SU001",2017-09-20,2017-09-21,"SKU01",4.5,1.5,1.5,"Car"
2090050,1720216,"SU001",2017-09-21,2017-09-22,"SKU19",12,2,12,"Kg"
2138782,1752401,"SU001",2017-09-22,2017-09-23,"SKU19",12,2,12,"Kg"
2138791,1752462,"SU003",2017-09-22,2017-09-23,"SKU13",43.2,18,43.2,"Kg"
2138834,1752485,"SU003",2017-09-22,2017-09-23,"SKU07",140,50,140,"Kg"
2138853,1752486,"SU003",2017-09-22,2017-09-23,"SKU07",56,20,56,"Kg"
2138857,1752504,"SU003",2017-09-22,2017-09-23,"SKU05",73.44,17,17,"Car"
2138879,1752487,"SU003",2017-09-22,2017-09-23,"SKU07",25.2,9,25.2,"Kg"
2138916,1752476,"SU001",2017-09-22,2017-09-23,"SKU20",10,1,10,"Kg"
2199598,1790781,"SU001",2017-09-23,2017-09-24,"SKU19",24,4,24,"Kg"
2199599,1790802,"SU002",2017-09-23,2017-09-24,"SKU16",866.09,69,866.09,"Kg"
2199600,1790803,"SU002",2017-09-23,2017-09-24,"SKU16",489.53,39,489.53,"Kg"
2199601,1790801,"SU002",2017-09-23,2017-09-24,"SKU16",12.552,1,12.552,"Kg"
2199604,1790769,"SU003",2017-09-23,2017-09-24,"SKU12",64.68,35,64.68,"Kg"
2199613,1790670,"SU004",2017-09-23,2017-09-24,"SKU09",277.2,55,277.2,"Kg"
2199616,1790639,"SU003",2017-09-23,2017-09-24,"SKU13",33.6,14,33.6,"Kg"
2199637,1790646,"SU002",2017-09-23,2017-09-24,"SKU03",2494.8,831.59,831.59,"Car"
2199711,1790687,"SU004",2017-09-23,2017-09-24,"SKU08",174.72,28,174.72,"Kg"
2199728,1790710,"SU003",2017-09-23,2017-09-24,"SKU05",82.08,19,19,"Car"
2199730,1790689,"SU004",2017-09-23,2017-09-24,"SKU08",112.32,18,112.32,"Kg"
2199757,1790773,"SU002",2017-09-23,2017-09-24,"SKU15",51.84,12,51.84,"Kg"
2199765,1790711,"SU003",2017-09-23,2017-09-24,"SKU14",65.34,11,65.34,"Kg"
2199774,1790824,"SU002",2017-09-23,2017-09-24,"SKU17",38.88,9,38.88,"Kg"
2199779,1790775,"SU002",2017-09-23,2017-09-24,"SKU15",34.56,8,34.56,"Kg"
2199782,1790774,"SU002",2017-09-23,2017-09-24,"SKU15",30.24,7,30.24,"Kg"
2199814,1790637,"SU004",2017-09-23,2017-09-24,"SKU11",7.7606,4.1456,7.7606,"Kg"
2199837,1790688,"SU004",2017-09-23,2017-09-24,"SKU08",12.48,2,12.48,"Kg"
2199841,1790712,"SU003",2017-09-23,2017-09-24,"SKU14",11.88,2,11.88,"Kg"
2199847,1790826,"SU002",2017-09-23,2017-09-24,"SKU17",8.64,2,8.64,"Kg"
2199861,1790825,"SU002",2017-09-23,2017-09-24,"SKU17",4.32,1,4.32,"Kg"
2199864,1790667,"SU001",2017-09-23,2017-09-24,"SKU20",10,1,10,"Kg"
2257996,1837635,"SU002",2017-09-24,2017-09-25,"SKU16",414.22,33,414.22,"Kg"
2258004,1837545,"SU003",2017-09-24,2017-09-25,"SKU06",614.46,98,614.46,"Kg"
2258011,1837529,"SU004",2017-09-24,2017-09-25,"SKU09",171.36,34,171.36,"Kg"
2258033,1837645,"SU004",2017-09-24,2017-09-25,"SKU10",459.9,73,459.9,"Kg"
2258075,1837550,"SU004",2017-09-24,2017-09-25,"SKU08",243.36,39,243.36,"Kg"
2258094,1837537,"SU003",2017-09-24,2017-09-25,"SKU07",72.8,26,72.8,"Kg"
2258110,1837536,"SU003",2017-09-24,2017-09-25,"SKU07",53.2,19,53.2,"Kg"
2258112,1837646,"SU002",2017-09-24,2017-09-25,"SKU17",77.76,18,77.76,"Kg"
2258114,1837561,"SU003",2017-09-24,2017-09-25,"SKU14",106.92,18,106.92,"Kg"
2258161,1837538,"SU003",2017-09-24,2017-09-25,"SKU07",25.2,9,25.2,"Kg"
2258162,1837609,"SU002",2017-09-24,2017-09-25,"SKU15",38.88,9,38.88,"Kg"
2276851,1874039,"SU003",2017-09-25,2017-09-26,"SKU06",708.51,113,708.51,"Kg"
2276863,1873995,"SU003",2017-09-25,2017-09-26,"SKU13",50.4,21,50.4,"Kg"
2276865,1873996,"SU003",2017-09-25,2017-09-26,"SKU13",24,10,24,"Kg"
2276879,1874094,"SU002",2017-09-25,2017-09-26,"SKU02",12323.7086934418,999,999,"Car"
2276880,1874094,"SU002",2017-09-25,2017-09-26,"SKU02",11941.2913065582,968,968,"Car"
2276886,1874094,"SU002",2017-09-25,2017-09-26,"SKU02",3392.4,275,275,"Car"
2276915,1874168,"SU004",2017-09-25,2017-09-26,"SKU10",428.4,68,428.4,"Kg"
2276928,1874060,"SU002",2017-09-25,2017-09-26,"SKU04",33.9119843682154,18,18,"Car"
2276942,1874041,"SU004",2017-09-25,2017-09-26,"SKU08",212.16,34,212.16,"Kg"
2276953,1874060,"SU002",2017-09-25,2017-09-26,"SKU04",52.8650156317846,28.06,28.06,"Car"
2276960,1874035,"SU003",2017-09-25,2017-09-26,"SKU07",74.2,26.5,74.2,"Kg"
2276965,1874067,"SU003",2017-09-25,2017-09-26,"SKU05",103.68,24,24,"Car"
2277005,1874060,"SU002",2017-09-25,2017-09-26,"SKU04",21.981,11.667,11.667,"Car"
2277006,1874035,"SU003",2017-09-25,2017-09-26,"SKU07",32.2,11.5,32.2,"Kg"
2277012,1874165,"SU002",2017-09-25,2017-09-26,"SKU17",43.2,10,43.2,"Kg"
2277064,1874169,"SU004",2017-09-25,2017-09-26,"SKU10",18.9,3,18.9,"Kg"
2277066,1874167,"SU002",2017-09-25,2017-09-26,"SKU17",8.64,2,8.64,"Kg"
2277101,1874166,"SU002",2017-09-25,2017-09-26,"SKU17",4.32,1,4.32,"Kg"
2322571,1879024,"SU002",2017-09-26,2017-09-27,"SKU17",43.2,10,43.2,"Kg"
2381912,1921587,"SU002",2017-09-27,2017-09-28,"SKU16",615.05,49,615.05,"Kg"
2381919,1921655,"SU004",2017-09-27,2017-09-28,"SKU09",196.56,39,196.56,"Kg"
2381920,1921654,"SU004",2017-09-27,2017-09-28,"SKU09",90.72,18,90.72,"Kg"
2381921,1921637,"SU003",2017-09-27,2017-09-28,"SKU13",38.4,16,38.4,"Kg"
2381969,1921636,"SU004",2017-09-27,2017-09-28,"SKU11",117.94,63.002,117.94,"Kg"
2381996,1921678,"SU003",2017-09-27,2017-09-28,"SKU14",47.52,8,47.52,"Kg"
2381999,1921630,"SU001",2017-09-27,2017-09-28,"SKU01",21,7,7,"Car"
2382019,1921679,"SU003",2017-09-27,2017-09-28,"SKU14",11.88,2,11.88,"Kg"
2382021,1921680,"SU003",2017-09-27,2017-09-28,"SKU14",11.88,2,11.88,"Kg"
2439324,1967939,"SU002",2017-09-28,2017-09-29,"SKU15",60.48,14,60.48,"Kg"
2439325,1967940,"SU002",2017-09-28,2017-09-29,"SKU15",30.24,7,30.24,"Kg"
2439338,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",3000.10489877268,1000,1000,"Car"
2439339,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",3000.10489877268,1000,1000,"Car"
2439340,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",2997.10479387391,999,999,"Car"
2439341,1967901,"SU002",2017-09-28,2017-09-29,"SKU02",12299,997,997,"Car"
2439342,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",6.00020979754537,2,2,"Car"
2439343,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",2436.68519878317,812.2,812.2,"Car"
2439367,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",153,51,51,"Car"
2439389,1968089,"SU003",2017-09-28,2017-09-29,"SKU05",125.28,29,29,"Car"
2439402,1968088,"SU003",2017-09-28,2017-09-29,"SKU05",69.12,16,16,"Car"
2439407,1968090,"SU003",2017-09-28,2017-09-29,"SKU14",89.1,15,89.1,"Kg"
2439430,1967971,"SU002",2017-09-28,2017-09-29,"SKU17",38.88,9,38.88,"Kg"
2439468,1967973,"SU002",2017-09-28,2017-09-29,"SKU17",8.64,2,8.64,"Kg"
2439485,1967972,"SU002",2017-09-28,2017-09-29,"SKU17",4.32,1,4.32,"Kg"
2439489,1968021,"SU001",2017-09-28,2017-09-29,"SKU01",2.5,0.83333,0.83333,"Car"
2439492,1968065,"SU001",2017-09-28,2017-09-29,"SKU20",0.5,0.05,0.5,"Kg"
2493634,2014070,"SU002",2017-09-29,2017-09-30,"SKU16",740.57,59,740.57,"Kg"
2493635,2014069,"SU002",2017-09-29,2017-09-30,"SKU16",476.98,38,476.98,"Kg"
2493637,2014068,"SU002",2017-09-29,2017-09-30,"SKU16",12.552,1,12.552,"Kg"
2493640,2013982,"SU003",2017-09-29,2017-09-30,"SKU06",551.76,88,551.76,"Kg"
2493661,2014051,"SU002",2017-09-29,2017-09-30,"SKU15",56.16,13,56.16,"Kg"
2493664,2013979,"SU003",2017-09-29,2017-09-30,"SKU07",126,45,126,"Kg"
2493665,2013980,"SU003",2017-09-29,2017-09-30,"SKU07",61.6,22,61.6,"Kg"
2493671,2014086,"SU002",2017-09-29,2017-09-30,"SKU17",51.84,12,51.84,"Kg"
2493690,2014087,"SU004",2017-09-29,2017-09-30,"SKU10",642.6,102,642.6,"Kg"
2493696,2013985,"SU004",2017-09-29,2017-09-30,"SKU08",218.4,35,218.4,"Kg"
2493713,2013985,"SU004",2017-09-29,2017-09-30,"SKU08",212.16,34,212.16,"Kg"
2493752,2014003,"SU003",2017-09-29,2017-09-30,"SKU05",60.48,14,14,"Car"
2493778,2013984,"SU004",2017-09-29,2017-09-30,"SKU08",37.44,6,37.44,"Kg"
2493792,2014088,"SU004",2017-09-29,2017-09-30,"SKU10",25.2,4,25.2,"Kg"
2493806,2013986,"SU004",2017-09-29,2017-09-30,"SKU08",12.48,2,12.48,"Kg"
2549354,2056480,"SU003",2017-09-30,2017-10-01,"SKU12",49.896,27,49.896,"Kg"
2549358,2056615,"SU004",2017-09-30,2017-10-01,"SKU09",181.44,36,181.44,"Kg"
2549359,2056616,"SU004",2017-09-30,2017-10-01,"SKU09",95.76,19,95.76,"Kg"
2549363,2056584,"SU003",2017-09-30,2017-10-01,"SKU13",40.8,17,40.8,"Kg"
2549364,2056585,"SU003",2017-09-30,2017-10-01,"SKU13",28.8,12,28.8,"Kg"
2549442,2056420,"SU003",2017-09-30,2017-10-01,"SKU05",99.36,23,23,"Car"
2549464,2056423,"SU003",2017-09-30,2017-10-01,"SKU14",71.28,12,71.28,"Kg"
2549475,2056512,"SU002",2017-09-30,2017-10-01,"SKU17",34.56,8,34.56,"Kg"
2549507,2056514,"SU002",2017-09-30,2017-10-01,"SKU17",12.96,3,12.96,"Kg"
2549517,2056421,"SU003",2017-09-30,2017-10-01,"SKU14",11.88,2,11.88,"Kg"
2549518,2056422,"SU003",2017-09-30,2017-10-01,"SKU14",11.88,2,11.88,"Kg"
2549524,2056419,"SU003",2017-09-30,2017-10-01,"SKU05",8.64,2,2,"Car"
2549527,2056513,"SU002",2017-09-30,2017-10-01,"SKU17",4.32,1,4.32,"Kg"
2549535,2056611,"SU001",2017-09-30,2017-10-01,"SKU20",10,1,10,"Kg"
2601496,2103897,"SU002",2017-10-01,2017-10-02,"SKU16",401.66,32,401.66,"Kg"
2601502,2103799,"SU003",2017-10-01,2017-10-02,"SKU06",432.63,69,432.63,"Kg"
2601518,2103801,"SU004",2017-10-01,2017-10-02,"SKU08",163.99,26.28,163.99,"Kg"
2601527,2103820,"SU003",2017-10-01,2017-10-02,"SKU14",53.46,9,53.46,"Kg"
2601530,2103800,"SU004",2017-10-01,2017-10-02,"SKU08",37.44,6,37.44,"Kg"
2601531,2103801,"SU004",2017-10-01,2017-10-02,"SKU08",36.737,5.8873,36.737,"Kg"
2601537,2103821,"SU003",2017-10-01,2017-10-02,"SKU14",11.88,2,11.88,"Kg"
2601545,2103835,"SU002",2017-10-01,2017-10-02,"SKU02",1751.71941272431,142,142,"Car"
2601546,2103764,"SU002",2017-10-01,2017-10-02,"SKU03",3000,1000,1000,"Car"
2601547,2103835,"SU002",2017-10-01,2017-10-02,"SKU02",12323.7161500816,999,999,"Car"
2601554,2103764,"SU002",2017-10-01,2017-10-02,"SKU03",504.3,168.1,168.1,"Car"
2601564,2103835,"SU002",2017-10-01,2017-10-02,"SKU02",1048.56443719413,85,85,"Car"
2601583,2103794,"SU003",2017-10-01,2017-10-02,"SKU07",89.6,32,89.6,"Kg"
2601601,2103793,"SU003",2017-10-01,2017-10-02,"SKU07",61.6,22,61.6,"Kg"
2601607,2103764,"SU002",2017-10-01,2017-10-02,"SKU03",59,19.667,19.667,"Car"
2601628,2103870,"SU002",2017-10-01,2017-10-02,"SKU15",56.16,13,56.16,"Kg"
2601637,2103905,"SU002",2017-10-01,2017-10-02,"SKU17",47.039,10.889,47.039,"Kg"
2601638,2103801,"SU004",2017-10-01,2017-10-02,"SKU08",63.438,10.166,63.438,"Kg"
2601684,2103801,"SU004",2017-10-01,2017-10-02,"SKU08",16.64,2.6667,16.64,"Kg"
2601685,2103802,"SU004",2017-10-01,2017-10-02,"SKU08",12.48,2,12.48,"Kg"
2601700,2103778,"SU001",2017-10-01,2017-10-02,"SKU20",10,1,10,"Kg"
2601712,2103764,"SU002",2017-10-01,2017-10-02,"SKU03",2.5,0.83333,0.83333,"Car"
2601718,2103905,"SU002",2017-10-01,2017-10-02,"SKU17",0.48086,0.11131,0.48086,"Kg"
2617973,2138965,"SU003",2017-10-02,2017-10-03,"SKU06",532.95,85,532.95,"Kg"
2617980,2138949,"SU004",2017-10-02,2017-10-03,"SKU09",236.88,47,236.88,"Kg"
2617987,2138911,"SU003",2017-10-02,2017-10-03,"SKU13",33.6,14,33.6,"Kg"
2617988,2138912,"SU003",2017-10-02,2017-10-03,"SKU13",31.2,13,31.2,"Kg"
2618002,2138992,"SU003",2017-10-02,2017-10-03,"SKU14",35.979,6.057,35.979,"Kg"
2618004,2139032,"SU002",2017-10-02,2017-10-03,"SKU02",3022.26408193124,245,245,"Car"
2618005,2139032,"SU002",2017-10-02,2017-10-03,"SKU02",12323.4359912217,999,999,"Car"
2618031,2139032,"SU002",2017-10-02,2017-10-03,"SKU02",1517.29992684711,123,123,"Car"
2618041,2138815,"SU004",2017-10-02,2017-10-03,"SKU10",516.6,82,516.6,"Kg"
2618063,2138908,"SU004",2017-10-02,2017-10-03,"SKU11",78.585,41.979,78.585,"Kg"
2618072,2138984,"SU002",2017-10-02,2017-10-03,"SKU04",1.88400104058273,1,1,"Car"
2618073,2138984,"SU002",2017-10-02,2017-10-03,"SKU04",70.5369989594173,37.44,37.44,"Car"
2618086,2138990,"SU003",2017-10-02,2017-10-03,"SKU05",142.56,33,33,"Car"
2618095,2138959,"SU003",2017-10-02,2017-10-03,"SKU07",72.8,26,72.8,"Kg"
2618107,2138968,"SU004",2017-10-02,2017-10-03,"SKU08",137.28,22,137.28,"Kg"
2618137,2138984,"SU002",2017-10-02,2017-10-03,"SKU04",25.121,13.334,13.334,"Car"
2618138,2138768,"SU002",2017-10-02,2017-10-03,"SKU15",56.16,13,56.16,"Kg"
2618149,2138813,"SU002",2017-10-02,2017-10-03,"SKU17",43.2,10,43.2,"Kg"
2618170,2138882,"SU001",2017-10-02,2017-10-03,"SKU01",21,7,7,"Car"
2618181,2138767,"SU002",2017-10-02,2017-10-03,"SKU15",21.6,5,21.6,"Kg"
2618205,2138812,"SU002",2017-10-02,2017-10-03,"SKU17",12.96,3,12.96,"Kg"
2618207,2138816,"SU004",2017-10-02,2017-10-03,"SKU10",18.9,3,18.9,"Kg"
2618222,2138991,"SU003",2017-10-02,2017-10-03,"SKU05",8.64,2,2,"Car"
2618232,2138993,"SU003",2017-10-02,2017-10-03,"SKU14",11.88,2,11.88,"Kg"
2618233,2138994,"SU003",2017-10-02,2017-10-03,"SKU14",11.88,2,11.88,"Kg"
2618244,2138984,"SU002",2017-10-02,2017-10-03,"SKU04",1.884,1,1,"Car"
2618248,2138814,"SU002",2017-10-02,2017-10-03,"SKU17",4.32,1,4.32,"Kg"
2618257,2138992,"SU003",2017-10-02,2017-10-03,"SKU14",4.785,0.80556,4.785,"Kg"
2618259,2138992,"SU003",2017-10-02,2017-10-03,"SKU14",2.97,0.5,2.97,"Kg"
2618261,2138992,"SU003",2017-10-02,2017-10-03,"SKU14",2.31,0.38889,2.31,"Kg"
2618262,2138908,"SU004",2017-10-02,2017-10-03,"SKU11",0.624,0.33333,0.624,"Kg"
2618266,2138992,"SU003",2017-10-02,2017-10-03,"SKU14",1.4761,0.24851,1.4761,"Kg"
2659226,2144098,"SU004",2017-10-03,2017-10-04,"SKU09",231.84,46,231.84,"Kg"
2716611,2184960,"SU001",2017-10-04,2017-10-05,"SKU01",3000.11777175833,1000,1000,"Car"
2716612,2184960,"SU001",2017-10-04,2017-10-05,"SKU01",3000.11777175833,1000,1000,"Car"
2716613,2184960,"SU001",2017-10-04,2017-10-05,"SKU01",3000.11777175833,1000,1000,"Car"
2716614,2184960,"SU001",2017-10-04,2017-10-05,"SKU01",3000.11777175833,1000,1000,"Car"
2716615,2184856,"SU002",2017-10-04,2017-10-05,"SKU02",10412,844.03,844.03,"Car"
2716618,2184960,"SU001",2017-10-04,2017-10-05,"SKU01",736.528912966671,245.5,245.5,"Car"
2716651,2185028,"SU004",2017-10-04,2017-10-05,"SKU08",180.96,29,180.96,"Kg"
2716661,2185021,"SU003",2017-10-04,2017-10-05,"SKU07",56,20,56,"Kg"
2716669,2185020,"SU003",2017-10-04,2017-10-05,"SKU07",47.6,17,47.6,"Kg"
2716703,2184914,"SU002",2017-10-04,2017-10-05,"SKU17",34.56,8,34.56,"Kg"
2716710,2185030,"SU004",2017-10-04,2017-10-05,"SKU08",37.44,6,37.44,"Kg"
2716725,2184916,"SU002",2017-10-04,2017-10-05,"SKU17",12.96,3,12.96,"Kg"
2716730,2185029,"SU004",2017-10-04,2017-10-05,"SKU08",12.48,2,12.48,"Kg"
2716753,2184915,"SU002",2017-10-04,2017-10-05,"SKU17",4.32,1,4.32,"Kg"
2716756,2184960,"SU001",2017-10-04,2017-10-05,"SKU01",2,0.66668,0.66668,"Car"
2775969,2232115,"SU002",2017-10-05,2017-10-06,"SKU16",439.32,35,439.32,"Kg"
2775974,2232234,"SU003",2017-10-05,2017-10-06,"SKU06",432.63,69,432.63,"Kg"
2775976,2232082,"SU003",2017-10-05,2017-10-06,"SKU12",22.176,12,22.176,"Kg"
2775978,2232096,"SU001",2017-10-05,2017-10-06,"SKU19",30,5,30,"Kg"
2775985,2232197,"SU003",2017-10-05,2017-10-06,"SKU13",55.2,23,55.2,"Kg"
2776031,2232124,"SU004",2017-10-05,2017-10-06,"SKU10",308.7,49,308.7,"Kg"
2776039,2232231,"SU003",2017-10-05,2017-10-06,"SKU07",103.6,37,103.6,"Kg"
2776053,2232259,"SU003",2017-10-05,2017-10-06,"SKU05",108,25,25,"Car"
2776054,2232258,"SU003",2017-10-05,2017-10-06,"SKU05",99.36,23,23,"Car"
2776057,2232238,"SU004",2017-10-05,2017-10-06,"SKU08",137.28,22,137.28,"Kg"
2776073,2232256,"SU003",2017-10-05,2017-10-06,"SKU14",83.16,14,83.16,"Kg"
2776096,2232126,"SU002",2017-10-05,2017-10-06,"SKU17",30.24,7,30.24,"Kg"
2776115,2232125,"SU004",2017-10-05,2017-10-06,"SKU10",25.2,4,25.2,"Kg"
2776121,2232257,"SU003",2017-10-05,2017-10-06,"SKU14",5.94,1,5.94,"Kg"
2776136,2232260,"SU003",2017-10-05,2017-10-06,"SKU05",8.64,2,2,"Car"
2776137,2232257,"SU003",2017-10-05,2017-10-06,"SKU14",11.88,2,11.88,"Kg"
2831170,2281720,"SU003",2017-10-06,2017-10-07,"SKU13",50.4,21,50.4,"Kg"
2831207,2281691,"SU001",2017-10-06,2017-10-07,"SKU01",3000,1000,1000,"Car"
2831208,2281691,"SU001",2017-10-06,2017-10-07,"SKU01",2997,999,999,"Car"
2831210,2281691,"SU001",2017-10-06,2017-10-07,"SKU01",3000,1000,1000,"Car"
2831211,2281539,"SU002",2017-10-06,2017-10-07,"SKU02",12336.0957642726,1000,1000,"Car"
2831213,2281691,"SU001",2017-10-06,2017-10-07,"SKU01",1836,612,612,"Car"
2831222,2281539,"SU002",2017-10-06,2017-10-07,"SKU02",1060.90423572744,86,86,"Car"
2831245,2281763,"SU004",2017-10-06,2017-10-07,"SKU08",243.36,39,243.36,"Kg"
2831288,2281626,"SU002",2017-10-06,2017-10-07,"SKU17",69.12,16,69.12,"Kg"
2831295,2281583,"SU002",2017-10-06,2017-10-07,"SKU15",60.48,14,60.48,"Kg"
2831313,2281584,"SU002",2017-10-06,2017-10-07,"SKU15",43.2,10,43.2,"Kg"
2831323,2281513,"SU003",2017-10-06,2017-10-07,"SKU14",41.58,7,41.58,"Kg"
2831332,2281765,"SU004",2017-10-06,2017-10-07,"SKU08",37.44,6,37.44,"Kg"
2831375,2281764,"SU004",2017-10-06,2017-10-07,"SKU08",12.48,2,12.48,"Kg"
2831395,2281624,"SU002",2017-10-06,2017-10-07,"SKU17",4.32,1,4.32,"Kg"
2831396,2281625,"SU002",2017-10-06,2017-10-07,"SKU17",4.32,1,4.32,"Kg"
2888289,2326663,"SU001",2017-10-07,2017-10-08,"SKU20",10,1,10,"Kg"
2888294,2326527,"SU003",2017-10-07,2017-10-08,"SKU12",12.936,7,12.936,"Kg"
2888372,2326699,"SU003",2017-10-07,2017-10-08,"SKU05",142.56,33,33,"Car"
2888396,2326701,"SU003",2017-10-07,2017-10-08,"SKU05",64.8,15,15,"Car"
2888401,2326702,"SU003",2017-10-07,2017-10-08,"SKU14",77.22,13,77.22,"Kg"
2888427,2326566,"SU002",2017-10-07,2017-10-08,"SKU17",25.92,6,25.92,"Kg"
2888446,2326703,"SU003",2017-10-07,2017-10-08,"SKU14",23.76,4,23.76,"Kg"
2888460,2326700,"SU003",2017-10-07,2017-10-08,"SKU05",8.64,2,2,"Car"
2888464,2326567,"SU002",2017-10-07,2017-10-08,"SKU17",4.32,1,4.32,"Kg"
2939961,2376477,"SU003",2017-10-08,2017-10-09,"SKU06",451.44,72,451.44,"Kg"
2939964,2376459,"SU004",2017-10-08,2017-10-09,"SKU09",236.88,47,236.88,"Kg"
2940075,2376479,"SU004",2017-10-08,2017-10-09,"SKU08",149.76,24,149.76,"Kg"
2940099,2376497,"SU003",2017-10-08,2017-10-09,"SKU05",51.84,12,12,"Car"
2940103,2376560,"SU002",2017-10-08,2017-10-09,"SKU15",51.84,12,51.84,"Kg"
2940104,2376467,"SU003",2017-10-08,2017-10-09,"SKU07",33.6,12,33.6,"Kg"
2940112,2376561,"SU002",2017-10-08,2017-10-09,"SKU15",43.2,10,43.2,"Kg"
2940120,2376599,"SU002",2017-10-08,2017-10-09,"SKU17",38.88,9,38.88,"Kg"
2940133,2376496,"SU003",2017-10-08,2017-10-09,"SKU14",35.64,6,35.64,"Kg"
2940134,2376481,"SU004",2017-10-08,2017-10-09,"SKU08",37.44,6,37.44,"Kg"
2940137,2376468,"SU003",2017-10-08,2017-10-09,"SKU07",16.8,6,16.8,"Kg"
2940146,2376562,"SU002",2017-10-08,2017-10-09,"SKU15",17.28,4,17.28,"Kg"
2940159,2376480,"SU004",2017-10-08,2017-10-09,"SKU08",12.48,2,12.48,"Kg"
2940163,2376598,"SU002",2017-10-08,2017-10-09,"SKU17",8.64,2,8.64,"Kg"
2940176,2376457,"SU001",2017-10-08,2017-10-09,"SKU20",10,1,10,"Kg"
2940178,2376600,"SU002",2017-10-08,2017-10-09,"SKU17",4.32,1,4.32,"Kg"
2956262,2413571,"SU002",2017-10-09,2017-10-10,"SKU16",539.74,43,539.74,"Kg"
2956267,2413552,"SU001",2017-10-09,2017-10-10,"SKU19",12,2,12,"Kg"
2956269,2413435,"SU004",2017-10-09,2017-10-10,"SKU09",594.72,118,594.72,"Kg"
2956271,2413400,"SU003",2017-10-09,2017-10-10,"SKU13",45.6,19,45.6,"Kg"
2956299,2413407,"SU002",2017-10-09,2017-10-10,"SKU03",2934.9,978.3,978.3,"Car"
2956335,2413452,"SU003",2017-10-09,2017-10-10,"SKU06",463.98,74,463.98,"Kg"
2956351,2413588,"SU004",2017-10-09,2017-10-10,"SKU10",302.4,48,302.4,"Kg"
2956360,2413455,"SU004",2017-10-09,2017-10-10,"SKU08",237.12,38,237.12,"Kg"
2956361,2413448,"SU003",2017-10-09,2017-10-10,"SKU07",100.8,36,100.8,"Kg"
2956368,2413396,"SU004",2017-10-09,2017-10-10,"SKU11",61.776,33,61.776,"Kg"
2956392,2413407,"SU002",2017-10-09,2017-10-10,"SKU03",55,18.333,18.333,"Car"
2956398,2413449,"SU003",2017-10-09,2017-10-10,"SKU07",16.8,6,16.8,"Kg"
2956402,2413476,"SU003",2017-10-09,2017-10-10,"SKU14",89.1,15,89.1,"Kg"
2956406,2413447,"SU003",2017-10-09,2017-10-10,"SKU07",39.2,14,39.2,"Kg"
2956417,2413467,"SU002",2017-10-09,2017-10-10,"SKU04",22.59,11.991,11.991,"Car"
2956427,2413449,"SU003",2017-10-09,2017-10-10,"SKU07",28,10,28,"Kg"
2956441,2413587,"SU002",2017-10-09,2017-10-10,"SKU17",30.24,7,30.24,"Kg"
2956464,2413477,"SU003",2017-10-09,2017-10-10,"SKU14",23.76,4,23.76,"Kg"
2956484,2413647,"SU001",2017-10-09,2017-10-10,"SKU01",6,2,2,"Car"
2956489,2413407,"SU002",2017-10-09,2017-10-10,"SKU03",5.5,1.8333,1.8333,"Car"
2956504,2413434,"SU001",2017-10-09,2017-10-10,"SKU20",10,1,10,"Kg"
2989528,2418378,"SU002",2017-10-10,2017-10-11,"SKU02",12323.5509723041,999,999,"Car"
2989529,2418378,"SU002",2017-10-10,2017-10-11,"SKU02",8610.44902769593,698,698,"Car"
2989551,2418411,"SU004",2017-10-10,2017-10-11,"SKU10",151.2,24,151.2,"Kg"
2989552,2418360,"SU003",2017-10-10,2017-10-11,"SKU07",50.4,18,50.4,"Kg"
2989563,2418399,"SU002",2017-10-10,2017-10-11,"SKU15",56.16,13,56.16,"Kg"
2989581,2418412,"SU004",2017-10-10,2017-10-11,"SKU10",31.5,5,31.5,"Kg"
2989584,2418400,"SU002",2017-10-10,2017-10-11,"SKU15",17.28,4,17.28,"Kg"
2989592,2418444,"SU001",2017-10-10,2017-10-11,"SKU01",7.5,2.5,2.5,"Car"
3036573,2452024,"SU002",2017-10-11,2017-10-12,"SKU16",702.91,56,702.91,"Kg"
