"ToOrderLineId","SoOrderLineId","ToCustomerId","ToDepartureDate","ToArrivalDate","ToProductId","ToInKg","ToInCarton","ToQuantity","ToSalesUnit"
3811559,3093305,"CUS009",2017-10-28,2017-10-28,"SKU15",2.88,0.66667,2.88,"Kg"
3811564,3093222,"CUS009",2017-10-28,2017-10-28,"SKU13",0.9888,0.412,0.9888,"Kg"
3811571,3093286,"CUS009",2017-10-28,2017-10-29,"SKU07",0.56,0.2,0.56,"Kg"
3811598,3093225,"CUS009",2017-10-28,2017-10-28,"SKU14",0.66,0.11111,0.66,"Kg"
3811606,3093222,"CUS009",2017-10-28,2017-10-29,"SKU13",0.2112,0.088,0.2112,"Kg"
3811640,3094075,"CUS045",2017-10-28,2017-10-29,"SKU01",231,77,231,"Kg"
3811671,3093869,"CUS061",2017-10-28,2017-10-30,"SKU10",1.26,0.2,1.26,"Kg"
3811677,3093890,"CUS061",2017-10-28,2017-10-30,"SKU05",0.96,0.22222,0.96,"Kg"
3811738,3093626,"CUS028",2017-10-28,2017-10-29,"SKU07",1.12,0.4,1.12,"Kg"
3811757,3093636,"CUS028",2017-10-28,2017-10-29,"SKU10",1.26,0.2,1.26,"Kg"
3811787,3093701,"CUS059",2017-10-28,2017-10-29,"SKU15",4.32,1,4.32,"Kg"
3811805,3093553,"CUS026",2017-10-28,2017-10-29,"SKU01",153,51,153,"Kg"
3811841,3093569,"CUS026",2017-10-28,2017-10-29,"SKU10",6.3,1,6.3,"Kg"
3811880,3093588,"CUS026",2017-10-28,2017-10-28,"SKU07",1.12,0.4,1.12,"Kg"
3811935,3094824,"CUS008",2017-10-28,2017-10-30,"SKU17",9.9792,2.31,9.9792,"Kg"
3811937,3094863,"CUS008",2017-10-28,2017-10-31,"SKU02",12.336,1,12.336,"Kg"
3811940,3094824,"CUS008",2017-10-28,2017-10-31,"SKU17",7.3008,1.69,7.3008,"Kg"
3811953,3094822,"CUS008",2017-10-28,2017-10-31,"SKU08",6.24,1,6.24,"Kg"
3811958,3094846,"CUS008",2017-10-28,2017-10-31,"SKU09",5.04,1,5.04,"Kg"
3811970,3094812,"CUS008",2017-10-28,2017-10-30,"SKU05",4.32,1,4.32,"Kg"
3811987,3094435,"CUS001",2017-10-28,2017-10-28,"SKU09",100.8,20,100.8,"Kg"
3811988,3094359,"CUS027",2017-10-28,2017-10-29,"SKU09",20.16,4,20.16,"Kg"
3811989,3094256,"CUS040",2017-10-28,2017-10-28,"SKU09",5.04,1,5.04,"Kg"
3812034,3094391,"CUS027",2017-10-28,2017-10-29,"SKU17",8.64,2,8.64,"Kg"
3812036,3094516,"CUS001",2017-10-28,2017-10-28,"SKU17",4.32,1,4.32,"Kg"
3812061,3094441,"CUS001",2017-10-28,2017-10-29,"SKU06",62.7,10,62.7,"Kg"
3812074,3094417,"CUS027",2017-10-28,2017-10-28,"SKU06",12.54,2,12.54,"Kg"
3812133,3094086,"CUS084",2017-10-28,2017-10-29,"SKU01",150,50,150,"Kg"
3812199,3094474,"CUS001",2017-10-28,2017-10-29,"SKU07",8.4,3,8.4,"Kg"
3812201,3094479,"CUS001",2017-10-28,2017-10-28,"SKU14",29.7,5,29.7,"Kg"
3812256,3094553,"CUS001",2017-10-28,2017-10-28,"SKU15",12.96,3,12.96,"Kg"
3812268,3094474,"CUS001",2017-10-28,2017-10-28,"SKU07",5.6,2,5.6,"Kg"
3812295,3094454,"CUS001",2017-10-28,2017-10-29,"SKU05",8.64,2,8.64,"Kg"
3812297,3094261,"CUS040",2017-10-28,2017-10-29,"SKU08",12.48,2,12.48,"Kg"
3812298,3094432,"CUS001",2017-10-28,2017-10-29,"SKU08",12.48,2,12.48,"Kg"
3812325,3094762,"CUS014",2017-10-28,2017-10-28,"SKU08",6.24,1,6.24,"Kg"
3812326,3094408,"CUS027",2017-10-28,2017-10-28,"SKU08",6.24,1,6.24,"Kg"
3812338,3094773,"CUS014",2017-10-28,2017-10-28,"SKU15",4.32,1,4.32,"Kg"
3812341,3094296,"CUS040",2017-10-28,2017-10-29,"SKU07",2.8,1,2.8,"Kg"
3812354,3094322,"CUS040",2017-10-28,2017-10-28,"SKU14",5.94,1,5.94,"Kg"
3812367,3094384,"CUS027",2017-10-28,2017-10-29,"SKU14",5.94,1,5.94,"Kg"
3812369,3094735,"CUS014",2017-10-28,2017-10-29,"SKU07",2.8,1,2.8,"Kg"
3812405,3094136,"CUS052",2017-10-28,2017-10-28,"SKU02",271.39,22,271.39,"Kg"
3812413,3094108,"CUS052",2017-10-28,2017-10-29,"SKU08",12.48,2,12.48,"Kg"
3812417,3094109,"CUS052",2017-10-28,2017-10-28,"SKU07",2.8,1,2.8,"Kg"
3812431,3094123,"CUS052",2017-10-28,2017-10-28,"SKU13",2.4,1,2.4,"Kg"
3812445,3095045,"CUS006",2017-10-28,2017-10-28,"SKU02",296.06,24,296.06,"Kg"
3812466,3095032,"CUS006",2017-10-28,2017-10-28,"SKU15",8.64,2,8.64,"Kg"
3812467,3095000,"CUS006",2017-10-28,2017-10-28,"SKU08",12.48,2,12.48,"Kg"
3812497,3094984,"CUS006",2017-10-28,2017-10-28,"SKU13",2.4,1,2.4,"Kg"
3812517,3094997,"CUS006",2017-10-28,2017-10-28,"SKU14",5.5307,0.9311,5.5307,"Kg"
3812519,3094997,"CUS006",2017-10-28,2017-10-28,"SKU14",0.40927,0.0689,0.40927,"Kg"
3812529,3094685,"CUS036",2017-10-28,2017-10-28,"SKU07",2.8,1,2.8,"Kg"
3812567,3094724,"CUS036",2017-10-28,2017-10-28,"SKU09",5.04,1,5.04,"Kg"
3812570,3094727,"CUS036",2017-10-28,2017-10-29,"SKU17",4.32,1,4.32,"Kg"
3812575,3094240,"CUS004",2017-10-28,2017-10-29,"SKU13",14.4,6,14.4,"Kg"
3812582,3094241,"CUS004",2017-10-28,2017-10-28,"SKU06",18.81,3,18.81,"Kg"
3812585,3094243,"CUS004",2017-10-28,2017-10-29,"SKU09",30.24,6,30.24,"Kg"
3812596,3094080,"CUS129",2017-10-28,2017-10-29,"SKU09",0.63,0.125,0.63,"Kg"
3852548,3131358,"CUS019",2017-10-29,2017-10-30,"SKU13",4.8,2,4.8,"Kg"
3852549,3131207,"CUS005",2017-10-29,2017-10-29,"SKU13",4.8,2,4.8,"Kg"
3852621,3131401,"CUS019",2017-10-29,2017-10-30,"SKU17",8.64,2,8.64,"Kg"
3852623,3131247,"CUS005",2017-10-29,2017-10-30,"SKU17",8.64,2,8.64,"Kg"
3852625,3131921,"CUS010",2017-10-29,2017-10-31,"SKU17",4.32,1,4.32,"Kg"
3852629,3130479,"CUS015",2017-10-29,2017-10-30,"SKU11",1.872,1,1.872,"Kg"
3852661,3131259,"CUS005",2017-10-29,2017-10-29,"SKU10",6.3,1,6.3,"Kg"
3852662,3131384,"CUS019",2017-10-29,2017-10-31,"SKU10",6.3,1,6.3,"Kg"
3852663,3132100,"CUS039",2017-10-29,2017-10-31,"SKU10",6.3,1,6.3,"Kg"
3852664,3131098,"CUS053",2017-10-29,2017-10-30,"SKU10",6.3,1,6.3,"Kg"
3852675,3131239,"CUS005",2017-10-29,2017-10-29,"SKU06",18.81,3,18.81,"Kg"
3852742,3132096,"CUS039",2017-10-29,2017-11-01,"SKU16",25.104,2,25.104,"Kg"
3852786,3131235,"CUS005",2017-10-29,2017-10-29,"SKU02",3700.8,300,3700.8,"Kg"
3852787,3131023,"CUS031",2017-10-29,2017-10-29,"SKU01",600,200,600,"Kg"
3852788,3131408,"CUS019",2017-10-29,2017-10-30,"SKU02",1801.1,146,1801.1,"Kg"
3852789,3130744,"CUS025",2017-10-29,2017-10-30,"SKU01",300,100,300,"Kg"
3852790,3130861,"CUS003",2017-10-29,2017-10-30,"SKU01",300,100,300,"Kg"
3852864,3131181,"CUS005",2017-10-29,2017-10-29,"SKU08",31.2,5,31.2,"Kg"
3852873,3131960,"CUS010",2017-10-29,2017-11-01,"SKU07",14,5,14,"Kg"
3852875,3131968,"CUS010",2017-10-29,2017-10-31,"SKU08",31.2,5,31.2,"Kg"
3852909,3131324,"CUS019",2017-10-29,2017-10-31,"SKU08",24.96,4,24.96,"Kg"
3852945,3132092,"CUS039",2017-10-29,2017-10-31,"SKU15",12.96,3,12.96,"Kg"
3852978,3132096,"CUS039",2017-10-29,2017-11-01,"SKU16",25.104,2,25.104,"Kg"
3852986,3130863,"CUS003",2017-10-29,2017-10-31,"SKU05",8.64,2,8.64,"Kg"
3853013,3130997,"CUS032",2017-10-29,2017-10-30,"SKU05",8.64,2,8.64,"Kg"
3853038,3132052,"CUS039",2017-10-29,2017-10-31,"SKU08",6.24,1,6.24,"Kg"
3853087,3131974,"CUS010",2017-10-29,2017-10-31,"SKU14",5.94,1,5.94,"Kg"
3853098,3131353,"CUS019",2017-10-29,2017-10-30,"SKU14",5.94,1,5.94,"Kg"
3853108,3131209,"CUS005",2017-10-29,2017-10-29,"SKU05",4.32,1,4.32,"Kg"
3853120,3131398,"CUS019",2017-10-29,2017-10-31,"SKU05",4.32,1,4.32,"Kg"
3853215,3131112,"CUS053",2017-10-29,2017-10-30,"SKU07",0.56,0.2,0.56,"Kg"
3853231,3131101,"CUS053",2017-10-29,2017-10-30,"SKU05",0.48,0.11111,0.48,"Kg"
3853282,3130664,"CUS020",2017-10-29,2017-10-31,"SKU04",1.884,1,1.884,"Kg"
3853291,3130607,"CUS020",2017-10-29,2017-10-30,"SKU05",2.4,0.55556,2.4,"Kg"
3853321,3130943,"CUS030",2017-10-29,2017-10-31,"SKU01",90,30,90,"Kg"
3853376,3130379,"CUS009",2017-10-29,2017-10-29,"SKU01",84,28,84,"Kg"
3853414,3130429,"CUS009",2017-10-29,2017-10-29,"SKU06",5.016,0.8,5.016,"Kg"
3853421,3130436,"CUS009",2017-10-29,2017-10-30,"SKU05",2.88,0.66667,2.88,"Kg"
3853438,3130444,"CUS009",2017-10-29,2017-10-29,"SKU10",1.26,0.2,1.26,"Kg"
3853462,3130920,"CUS051",2017-10-29,2017-10-29,"SKU01",30,10,30,"Kg"
3853468,3130933,"CUS051",2017-10-29,2017-10-30,"SKU04",3.768,2,3.768,"Kg"
3853469,3130932,"CUS051",2017-10-29,2017-10-30,"SKU11",3.744,2,3.744,"Kg"
3853499,3130698,"CUS028",2017-10-29,2017-10-30,"SKU04",1.884,1,1.884,"Kg"
3853655,3130828,"CUS049",2017-10-29,2017-10-29,"SKU10",1.26,0.2,1.26,"Kg"
3853661,3130752,"CUS049",2017-10-29,2017-10-29,"SKU07",0.56,0.2,0.56,"Kg"
3853681,3131510,"CUS011",2017-10-29,2017-10-29,"SKU02",1320,107,1320,"Kg"
3853713,3131517,"CUS011",2017-10-29,2017-10-29,"SKU08",37.44,6,37.44,"Kg"
3853732,3131530,"CUS011",2017-10-29,2017-10-30,"SKU05",21.6,5,21.6,"Kg"
3853743,3131498,"CUS011",2017-10-29,2017-10-30,"SKU10",18.9,3,18.9,"Kg"
3853746,3131512,"CUS011",2017-10-29,2017-10-29,"SKU09",15.12,3,15.12,"Kg"
3853783,3131439,"CUS011",2017-10-29,2017-10-29,"SKU14",5.94,1,5.94,"Kg"
3853791,3131520,"CUS011",2017-10-29,2017-10-30,"SKU06",6.27,1,6.27,"Kg"
3853838,3131859,"CUS008",2017-10-29,2017-10-31,"SKU07",2.8,1,2.8,"Kg"
3853842,3131842,"CUS008",2017-10-29,2017-11-01,"SKU14",5.94,1,5.94,"Kg"
3853847,3131820,"CUS008",2017-10-29,2017-11-01,"SKU09",5.04,1,5.04,"Kg"
3853854,3131889,"CUS008",2017-10-29,2017-11-01,"SKU17",4.32,1,4.32,"Kg"
3853862,3131883,"CUS008",2017-10-29,2017-11-01,"SKU08",6.24,1,6.24,"Kg"
3853875,3131796,"CUS014",2017-10-29,2017-10-30,"SKU09",15.12,3,15.12,"Kg"
3853893,3131757,"CUS014",2017-10-29,2017-10-30,"SKU17",4.32,1,4.32,"Kg"
3853894,3131670,"CUS001",2017-10-29,2017-10-29,"SKU10",63,10,63,"Kg"
3853898,3131642,"CUS001",2017-10-29,2017-10-30,"SKU06",125.4,20,125.4,"Kg"
3853913,3131678,"CUS001",2017-10-29,2017-10-30,"SKU16",125.52,10,125.52,"Kg"
3853966,3131629,"CUS001",2017-10-29,2017-10-30,"SKU14",5.94,1,5.94,"Kg"
3853971,3131779,"CUS014",2017-10-29,2017-10-30,"SKU15",4.32,1,4.32,"Kg"
3853982,3131660,"CUS001",2017-10-29,2017-10-30,"SKU05",8.64,2,8.64,"Kg"
3853984,3131746,"CUS014",2017-10-29,2017-10-29,"SKU08",6.24,1,6.24,"Kg"
3853989,3131805,"CUS014",2017-10-29,2017-10-29,"SKU05",4.32,1,4.32,"Kg"
3854006,3131551,"CUS023",2017-10-29,2017-10-29,"SKU01",1926,642,1926,"Kg"
3854007,3131551,"CUS023",2017-10-29,2017-10-29,"SKU01",1074,358,1074,"Kg"
3854062,3131725,"CUS041",2017-10-29,2017-10-30,"SKU05",4.32,1,4.32,"Kg"
3854065,3131728,"CUS041",2017-10-29,2017-10-30,"SKU08",6.24,1,6.24,"Kg"
3854099,3132005,"CUS006",2017-10-29,2017-10-30,"SKU10",6.3,1,6.3,"Kg"
3854117,3132024,"CUS006",2017-10-29,2017-10-29,"SKU08",6.24,1,6.24,"Kg"
3854158,3131141,"CUS022",2017-10-29,2017-10-31,"SKU09",5.04,1,5.04,"Kg"
3854182,3131595,"CUS044",2017-10-29,2017-10-31,"SKU02",61.68,5,61.68,"Kg"
3854187,3131613,"CUS044",2017-10-29,2017-10-31,"SKU07",8.4,3,8.4,"Kg"
3854214,3131565,"CUS044",2017-10-29,2017-10-30,"SKU05",4.32,1,4.32,"Kg"
3854229,3131562,"CUS044",2017-10-29,2017-10-31,"SKU08",6.24,1,6.24,"Kg"
3854233,3131614,"CUS044",2017-10-29,2017-10-30,"SKU13",2.4,1,2.4,"Kg"
3854249,3131316,"CUS004",2017-10-29,2017-10-29,"SKU06",18.81,3,18.81,"Kg"
3854255,3131312,"CUS004",2017-10-29,2017-10-29,"SKU10",6.3,1,6.3,"Kg"
3895108,3165750,"CUS074",2017-10-31,2017-10-31,"SKU19",6,1,6,"Kg"
3895111,3165614,"CUS031",2017-10-31,2017-10-31,"SKU09",30.24,6,30.24,"Kg"
3895112,3166153,"CUS007",2017-10-31,2017-10-31,"SKU09",10.08,2,10.08,"Kg"
3895113,3164885,"CUS029",2017-10-31,2017-10-31,"SKU09",8.82,1.75,8.82,"Kg"
3895114,3165740,"CUS074",2017-10-31,2017-10-31,"SKU09",5.04,1,5.04,"Kg"
3895121,3164863,"CUS029",2017-10-31,2017-11-01,"SKU13",7.2,3,7.2,"Kg"
3895122,3166216,"CUS007",2017-10-31,2017-11-01,"SKU13",4.8,2,4.8,"Kg"
3895123,3166728,"CUS034",2017-10-31,2017-11-03,"SKU13",2.4,1,2.4,"Kg"
3895148,3166569,"CUS010",2017-10-31,2017-11-03,"SKU09",5.04,1,5.04,"Kg"
3895191,3164759,"CUS015",2017-10-31,2017-10-31,"SKU04",5.652,3,5.652,"Kg"
3895203,3166534,"CUS010",2017-10-31,2017-11-02,"SKU17",4.32,1,4.32,"Kg"
3895204,3164738,"CUS015",2017-10-31,2017-11-01,"SKU11",1.872,1,1.872,"Kg"
3895214,3166190,"CUS007",2017-10-31,2017-10-31,"SKU10",6.3,1,6.3,"Kg"
3895244,3165914,"CUS005",2017-10-31,2017-11-01,"SKU06",6.27,1,6.27,"Kg"
3895350,3165306,"CUS003",2017-10-31,2017-11-01,"SKU01",1200,400,1200,"Kg"
3895372,3164873,"CUS029",2017-10-31,2017-10-31,"SKU01",33,11,33,"Kg"
3895406,3166461,"CUS048",2017-10-31,2017-11-03,"SKU02",74.016,6,74.016,"Kg"
3895423,3166762,"CUS034",2017-10-31,2017-11-02,"SKU15",17.28,4,17.28,"Kg"
3895480,3164696,"CUS015",2017-10-31,2017-11-01,"SKU12",5.544,3,5.544,"Kg"
3895485,3165532,"CUS047",2017-10-31,2017-10-31,"SKU01",9,3,9,"Kg"
3895510,3166124,"CUS007",2017-10-31,2017-11-01,"SKU07",5.6,2,5.6,"Kg"
3895543,3165926,"CUS005",2017-10-31,2017-11-01,"SKU08",12.48,2,12.48,"Kg"
3895589,3165873,"CUS005",2017-10-31,2017-10-31,"SKU14",5.94,1,5.94,"Kg"
3895597,3166192,"CUS007",2017-10-31,2017-10-31,"SKU15",4.32,1,4.32,"Kg"
3895603,3166130,"CUS007",2017-10-31,2017-10-31,"SKU08",6.24,1,6.24,"Kg"
3895604,3166471,"CUS048",2017-10-31,2017-11-02,"SKU08",6.24,1,6.24,"Kg"
3895605,3164928,"CUS029",2017-10-31,2017-11-01,"SKU08",6.24,1,6.24,"Kg"
3895606,3166547,"CUS010",2017-10-31,2017-11-02,"SKU08",6.24,1,6.24,"Kg"
3895617,3166165,"CUS007",2017-10-31,2017-10-31,"SKU05",4.32,1,4.32,"Kg"
3895721,3165874,"CUS005",2017-10-31,2017-11-01,"SKU16",12.552,1,12.552,"Kg"
3895733,3165564,"CUS047",2017-10-31,2017-11-01,"SKU07",2.8,1,2.8,"Kg"
3895734,3166465,"CUS048",2017-10-31,2017-11-02,"SKU07",2.8,1,2.8,"Kg"
3895740,3166184,"CUS007",2017-10-31,2017-10-31,"SKU14",5.94,1,5.94,"Kg"
3895827,3164856,"CUS029",2017-10-31,2017-11-01,"SKU05",1.44,0.33333,1.44,"Kg"
3895887,3164996,"CUS020",2017-10-31,2017-11-02,"SKU13",2.4,1,2.4,"Kg"
3895903,3165046,"CUS020",2017-10-31,2017-11-02,"SKU04",1.884,1,1.884,"Kg"
3895907,3164981,"CUS020",2017-10-31,2017-11-02,"SKU11",1.872,1,1.872,"Kg"
3895971,3165031,"CUS020",2017-10-31,2017-11-02,"SKU15",6.72,1.5556,6.72,"Kg"
3895983,3165033,"CUS020",2017-10-31,2017-11-02,"SKU08",6.24,1,6.24,"Kg"
3896000,3165524,"CUS013",2017-10-31,2017-11-01,"SKU01",1434,478,1434,"Kg"
3896001,3165524,"CUS013",2017-10-31,2017-10-31,"SKU01",2163,721,2163,"Kg"
3896026,3165297,"CUS063",2017-10-31,2017-10-31,"SKU01",126,42,126,"Kg"
3896034,3165349,"CUS037",2017-10-31,2017-11-01,"SKU01",150,50,150,"Kg"
3896045,3165323,"CUS037",2017-10-31,2017-10-31,"SKU04",3.768,2,3.768,"Kg"
3896048,3165341,"CUS037",2017-10-31,2017-11-01,"SKU11",1.872,1,1.872,"Kg"
3896051,3165370,"CUS037",2017-10-31,2017-11-01,"SKU09",3.78,0.75,3.78,"Kg"
3896091,3165312,"CUS037",2017-10-31,2017-10-31,"SKU07",0.56,0.2,0.56,"Kg"
3896096,3165343,"CUS037",2017-10-31,2017-11-01,"SKU14",0.66,0.11111,0.66,"Kg"
3896120,3165997,"CUS077",2017-10-31,2017-11-01,"SKU05",4.32,1,4.32,"Kg"
3896135,3164634,"CUS009",2017-10-31,2017-10-31,"SKU01",42,14,42,"Kg"
3896179,3164607,"CUS009",2017-10-31,2017-11-01,"SKU15",4.8,1.1111,4.8,"Kg"
3896213,3164599,"CUS009",2017-10-31,2017-11-01,"SKU08",3.12,0.5,3.12,"Kg"
3896229,3164656,"CUS009",2017-10-31,2017-10-31,"SKU05",0.96,0.22222,0.96,"Kg"
3896284,3165629,"CUS045",2017-10-31,2017-10-31,"SKU01",8.7,2.9,8.7,"Kg"
3896314,3165455,"CUS061",2017-10-31,2017-11-03,"SKU05",0.96,0.22222,0.96,"Kg"
3896414,3165150,"CUS028",2017-10-31,2017-10-31,"SKU05",0.96,0.22222,0.96,"Kg"
3896433,3165095,"CUS026",2017-10-31,2017-11-01,"SKU01",90,30,90,"Kg"
3896485,3165085,"CUS026",2017-10-31,2017-11-01,"SKU10",3.78,0.6,3.78,"Kg"
3896488,3165101,"CUS026",2017-10-31,2017-11-01,"SKU09",2.52,0.5,2.52,"Kg"
3896503,3165079,"CUS026",2017-10-31,2017-11-01,"SKU05",0.96,0.22222,0.96,"Kg"
3896507,3165122,"CUS026",2017-10-31,2017-11-01,"SKU06",1.254,0.2,1.254,"Kg"
3896556,3165273,"CUS049",2017-10-31,2017-10-31,"SKU01",6,2,6,"Kg"
3896620,3165695,"CUS012",2017-10-31,2017-11-01,"SKU05",12.96,3,12.96,"Kg"
3896664,3165762,"CUS068",2017-10-31,2017-11-01,"SKU05",4.32,1,4.32,"Kg"
3896702,3166429,"CUS008",2017-10-31,2017-11-02,"SKU02",185.04,15,185.04,"Kg"
3896718,3166383,"CUS008",2017-10-31,2017-11-02,"SKU17",12.96,3,12.96,"Kg"
3896770,3166456,"CUS008",2017-10-31,2017-11-03,"SKU07",2.8,1,2.8,"Kg"
3896776,3166450,"CUS008",2017-10-31,2017-11-02,"SKU09",3.9564,0.785,3.9564,"Kg"
3896778,3166450,"CUS008",2017-10-31,2017-11-02,"SKU09",1.0836,0.215,1.0836,"Kg"
3896780,3165768,"CUS080",2017-10-31,2017-11-01,"SKU07",5.6,2,5.6,"Kg"
3896782,3165770,"CUS080",2017-10-31,2017-10-31,"SKU05",4.32,1,4.32,"Kg"
3896804,3166007,"CUS027",2017-10-31,2017-11-01,"SKU08",6.24,1,6.24,"Kg"
3896849,3166115,"CUS001",2017-10-31,2017-10-31,"SKU02",826.51,67,826.51,"Kg"
3896851,3166080,"CUS001",2017-10-31,2017-10-31,"SKU16",87.864,7,87.864,"Kg"
3896852,3166087,"CUS001",2017-10-31,2017-10-31,"SKU06",62.7,10,62.7,"Kg"
3896883,3166095,"CUS001",2017-10-31,2017-11-01,"SKU08",12.48,2,12.48,"Kg"
3896890,3166091,"CUS001",2017-10-31,2017-10-31,"SKU05",8.64,2,8.64,"Kg"
3896908,3166367,"CUS014",2017-10-31,2017-10-31,"SKU02",49.344,4,49.344,"Kg"
3896930,3166361,"CUS014",2017-10-31,2017-10-31,"SKU09",10.08,2,10.08,"Kg"
3896932,3166337,"CUS014",2017-10-31,2017-10-31,"SKU07",5.6,2,5.6,"Kg"
3896942,3166347,"CUS014",2017-10-31,2017-10-31,"SKU08",12.48,2,12.48,"Kg"
3896971,3166319,"CUS014",2017-10-31,2017-11-01,"SKU05",4.32,1,4.32,"Kg"
3896972,3166317,"CUS014",2017-10-31,2017-11-01,"SKU17",4.32,1,4.32,"Kg"
3896997,3166719,"CUS071",2017-10-31,2017-11-03,"SKU14",5.94,1,5.94,"Kg"
3897001,3166711,"CUS071",2017-10-31,2017-11-03,"SKU05",4.32,1,4.32,"Kg"
3897011,3165863,"CUS052",2017-10-31,2017-11-01,"SKU02",37.008,3,37.008,"Kg"
3897018,3165869,"CUS052",2017-10-31,2017-11-01,"SKU10",6.3,1,6.3,"Kg"
3897042,3166639,"CUS006",2017-10-31,2017-11-01,"SKU08",31.2,5,31.2,"Kg"
3897081,3166628,"CUS006",2017-10-31,2017-10-31,"SKU06",6.27,1,6.27,"Kg"
3897085,3166632,"CUS006",2017-10-31,2017-11-01,"SKU13",4.8,2,4.8,"Kg"
3897117,3166661,"CUS006",2017-10-31,2017-11-01,"SKU14",5.94,1,5.94,"Kg"
3897129,3166651,"CUS006",2017-10-31,2017-11-01,"SKU09",5.04,1,5.04,"Kg"
3897134,3166663,"CUS006",2017-10-31,2017-10-31,"SKU15",4.32,1,4.32,"Kg"
3897144,3166644,"CUS006",2017-10-31,2017-11-01,"SKU17",4.32,1,4.32,"Kg"
3897182,3165855,"CUS022",2017-10-31,2017-11-01,"SKU17",8.64,2,8.64,"Kg"
3897197,3165818,"CUS022",2017-10-31,2017-11-01,"SKU15",4.32,1,4.32,"Kg"
3897215,3165799,"CUS022",2017-10-31,2017-11-01,"SKU08",6.24,1,6.24,"Kg"
3897250,3166251,"CUS036",2017-10-31,2017-10-31,"SKU08",6.24,1,6.24,"Kg"
3897278,3166284,"CUS036",2017-10-31,2017-11-01,"SKU07",2.8,1,2.8,"Kg"
3897287,3166293,"CUS036",2017-10-31,2017-10-31,"SKU09",5.04,1,5.04,"Kg"
3897292,3165964,"CUS004",2017-10-31,2017-10-31,"SKU06",31.35,5,31.35,"Kg"
3897297,3165961,"CUS004",2017-10-31,2017-10-31,"SKU09",10.08,2,10.08,"Kg"
3897302,3165968,"CUS004",2017-10-31,2017-10-31,"SKU13",9.6,4,9.6,"Kg"
3897304,3165966,"CUS004",2017-10-31,2017-11-01,"SKU16",12.552,1,12.552,"Kg"
3943342,3204625,"CUS043",2017-11-01,2017-11-03,"SKU13",2.4,1,2.4,"Kg"
3943358,3204420,"CUS010",2017-11-01,2017-11-03,"SKU09",5.04,1,5.04,"Kg"
3943378,3203126,"CUS015",2017-11-01,2017-11-01,"SKU04",11.304,6,11.304,"Kg"
3943381,3203167,"CUS057",2017-11-01,2017-11-01,"SKU04",1.884,1,1.884,"Kg"
3943383,3203051,"CUS015",2017-11-01,2017-11-01,"SKU11",11.232,6,11.232,"Kg"
3943384,3204415,"CUS010",2017-11-01,2017-11-04,"SKU17",4.32,1,4.32,"Kg"
3943385,3203180,"CUS057",2017-11-01,2017-11-01,"SKU11",1.872,1,1.872,"Kg"
3943396,3203743,"CUS005",2017-11-01,2017-11-01,"SKU10",6.3,1,6.3,"Kg"
3943397,3203866,"CUS019",2017-11-01,2017-11-03,"SKU10",6.3,1,6.3,"Kg"
3943405,3204613,"CUS043",2017-11-01,2017-11-04,"SKU06",6.27,1,6.27,"Kg"
3943449,3204395,"CUS010",2017-11-01,2017-11-04,"SKU07",14,5,14,"Kg"
3943602,3203099,"CUS015",2017-11-01,2017-11-01,"SKU15",0.48,0.11111,0.48,"Kg"
3943615,3204444,"CUS010",2017-11-01,2017-11-04,"SKU08",18.72,3,18.72,"Kg"
3943619,3203566,"CUS032",2017-11-01,2017-11-02,"SKU05",12.96,3,12.96,"Kg"
3943620,3203726,"CUS005",2017-11-01,2017-11-02,"SKU08",12.48,2,12.48,"Kg"
3943626,3203897,"CUS019",2017-11-01,2017-11-02,"SKU08",9.36,1.5,9.36,"Kg"
3943634,3204672,"CUS043",2017-11-01,2017-11-04,"SKU08",4.4928,0.72,4.4928,"Kg"
3943635,3203867,"CUS019",2017-11-01,2017-11-03,"SKU05",4.32,1,4.32,"Kg"
3943636,3204480,"CUS010",2017-11-01,2017-11-04,"SKU05",4.32,1,4.32,"Kg"
3943644,3203897,"CUS019",2017-11-01,2017-11-03,"SKU08",3.12,0.5,3.12,"Kg"
3943699,3203136,"CUS015",2017-11-01,2017-11-02,"SKU12",11.088,6,11.088,"Kg"
3943793,3203168,"CUS057",2017-11-01,2017-11-01,"SKU12",1.848,1,1.848,"Kg"
3943850,3204672,"CUS043",2017-11-01,2017-11-03,"SKU08",1.7472,0.28,1.7472,"Kg"
3943875,3203216,"CUS020",2017-11-01,2017-11-03,"SKU13",2.4,1,2.4,"Kg"
3943883,3203220,"CUS020",2017-11-01,2017-11-02,"SKU05",0.96,0.22222,0.96,"Kg"
3943964,3203496,"CUS037",2017-11-01,2017-11-01,"SKU10",3.78,0.6,3.78,"Kg"
3943966,3203483,"CUS037",2017-11-01,2017-11-01,"SKU06",3.762,0.6,3.762,"Kg"
3944042,3203015,"CUS009",2017-11-01,2017-11-02,"SKU05",3.84,0.88889,3.84,"Kg"
3944052,3202985,"CUS009",2017-11-01,2017-11-02,"SKU13",2.4,1,2.4,"Kg"
3944075,3202961,"CUS009",2017-11-01,2017-11-01,"SKU15",0.48,0.11111,0.48,"Kg"
3944081,3202959,"CUS009",2017-11-01,2017-11-01,"SKU14",0.66,0.11111,0.66,"Kg"
3944203,3203334,"CUS028",2017-11-01,2017-11-02,"SKU05",0.48,0.11111,0.48,"Kg"
3944333,3203513,"CUS024",2017-11-01,2017-11-02,"SKU05",4.32,1,4.32,"Kg"
